,text,position,paper,label,probability
792,"Colchicin-Vergiftung kann grob in 3 Phasen eingeteilt werden: In der initialen gastrointestinalen Phase kommt es innerhalb 10-24 h nach Einnahme zum Auftreten von abdominellen Krampfen, Durchfallen, Ubelkeit, Erbrechen bis hin zu hamorrhagischen Enteritiden.Die zweite Phase (1 bis 7 Tage nach Einnahme) ist gekennzeichnet durch eine Multiorgandysfunktion mit schwerer Knochenmarkdepression, akutem Leber- und/oder Nierenversagen, Herzrhythmusstorungen, Hamolyse, hamorrhagischen Komplikationen und metabolischen Storungen wie metabolischer Azidose und Elektrolytentgleisungen.Ursachlich fur einen letalen Ausgang konnen ein hamodynamischer Kollaps oder schwerwiegende Infektionen sein.Die dritte sog.Erholungsphase setzt nach 7 bis 21 Tagen ein.Hier kann sich laborchemisch eine Rebound-Leukozytose zeigen, die Symptomatik normalisiert sich insgesamt wieder.Das Management der Colchicin-Vergiftung ist rein supportiv.In der Initialphase konnen eine Magenspulung und die Gabe von Aktivkohle sinnvoll sein.Wichtig ist, dass aufgrund des hohen Verteilungsvolumens von Colchicin eine Hamodialyse nicht effektiv ist.In der Literatur findet man einen einzelnen Fallbericht uber den experimentellen Einsatz von Colchicin-spezifischen Fab-Antikorpern bei einer akuten Vergiftung beim Menschen.Eine junge Patientin wurde nach Einnahme von 60 mg Colchicin erfolgreich behandelt.Die Wirksamkeit der Fab-Antikorper zur Steigerung der Clearance von Colchicin wurde neulich im Tiermodell nachgewiesen, klinische Studien sind noch zu erwarten.PharmakokinetikMetabolismusDie Halbwertszeit von Colchicin betragt ca.20-40 h. Colchicin wird hepatisch durch das CYP3A4-Isoenzym metabolisiert, das zu dem Cytochrom-P450-Enzymsystem gehort.Dieses ist eine zentrale Schaltstelle der Verstoffwechselung verschiedener, korperfremden Stoffe, wobei CYP3A4 am meisten Substrate aufweist.Daruber hinaus ist Colchicin auch Substrat vom P-Glykoprotein-Efflux-Transporter - ein membranstandiges Protein, das wiederum korperfremde Stoffe aus den Zellen abtransportiert.",5,43,0,0.6708309
1608,"Approximately 100,000 events were acquired on a FACSCalibur cytometer using Cell Quest software and analyzed with FlowJo software.Pseudovirus Neutralization Assay.The CoV-2 lentivirus pseudotype assay was carried out as described by Corbett et al.using cells and plasmids obtained from the National Institute of Allergy and Infectious Diseases (NIAID) Vaccine Research Center.Luciferase units (relative light units) were read on a luminometer, and the NT50 was calculated using Prism to plot dose-response curves, normalized using the average of the no virus wells as 100% neutralization, and the average of the no serum wells as 0%.MVA Neutralization Assay.A semiautomated flow cytometric assay was carried out as previously described except for substitution of MVA expressing GFP for the WR strain of VACV.The dilution of mouse serum that reduced the percentage of GFP-expressing cells by 50% was determined by nonlinear regression using Prism.CoV-2 Challenge Virus.CoV-2 USA-WA1/2019 was obtained from BEI Resources (Ref# NR-52281) and propagated in a biosafety level-3 (BSL-3) laboratory using Vero E6 cells by Bernard Lafont of the NIAID SARS Virology Core laboratory.The TCID50 of the clarified culture medium was determined on Vero E6 cells after staining with crystal violet, and was scored by the Reed-Muench method.Vaccination and Challenge Experiments.The rMVAs (1 x 107 PFU in 50 microL) were injected IM into each hind leg of the mouse.After 3 wk, the mice received a second injection of the homologous rMVA or an injection of 10 microg of baculovirus RBD protein with QS-21 adjuvant in the left hind leg.Mice were lightly sedated with isoflurane and inoculated IN with 50 microL of SARS-CoV-2 (105 TCID50).After infection, morbidity/mortality status and weights were assessed and recorded daily for 14 d.Determination of CoV-2 in Lungs and Nasal Turbinates.Lungs and nasal turbinates were homogenized, cleared of debris by centrifugation, and titrated in quadruplicate on Vero E6 cells using 10-fold serial dilutions in 96-well microtiter plates.After 72 h to 96 h, the plates were stained with crystal violet and scored using the Reed-Muench method to determine TCID50.Determination of CoV-2 RNA in Lungs and Nasal Turbinates.RNA was extracted from homogenates of lungs and turbinates using TRIzol, contaminating DNA was removed, and RNA was reverse transcribed.CoV-2 S and N transcripts and 18s ribosomal RNA were quantified by ddPCR with specific primers using an automated droplet generator and droplet reader.Passive Serum Transfer.Pooled serum for passive transfer was obtained from BALB/c mice that had been primed and boosted with rMVA S (WT) or parental MVA.",18,92,0,0.6594665
1343,"See Appendix A for definitions and measurements of the variables.Panel A: Descriptive Statistics  Full sample (N = 178,805) Variable Mean Std.Dev.Q1 Median Q3 CAR [-1, 1] 0.000 0.046 -0.025 -0.004 0.020 CAR [-2, 2] 0.000 0.061 -0.034 -0.005 0.027 CIPHT 0.360 0.480 0.000 0.000 1.000 PRO_CASE 0.265 1.327 0.034 0.079 0.147 SIZE 22.280 1.359 21.343 22.096 23.018 ROA 0.013 0.652 0.008 0.025 0.053 CURR 2.480 3.159 1.152 1.641 2.666 R&D 0.249 12.999 0.000 0.000 0.000 LOSS 0.076 0.266 0.000 0.000 0.000 LEV 0.439 0.571 0.265 0.414 0.571 OPCF 0.035 0.108 0.002 0.026 0.064 TURN 0.463 0.886 0.156 0.341 0.564 CEO_AGE 52.191 5.851 49.000 52.500 56.000 CEO_COM 0.025 0.405 0.002 0.006 0.014 CEO_TEN 4.774 3.498 2.148 4.156 6.405 CEO_DUA 0.680 0.395 0.500 1.000 1.000 Panel B: Mean Difference Test  CIPHT = 0 vs. CIPHT = 1 (Mean) Variable CIPHT = 0 CIPHT = 1 Diff.",26,78,0,0.51372653
1603,"6C).The lungs and turbinates were analyzed 5 d after the 21-d challenge.No infectious CoV-2 or subgenomic N or S mRNA was detected (Fig.6 D-F).Challenge of transgenic mice after a single vaccination and after passive transfer of immune sera.(A-F) K18-hACE2 mice (female, 7 wk old) were vaccinated IM with 2 x 107 PFU of MVA (n = 5) or rMVA Tri (n = 8), and five mice of each group were challenged 3 wk later with 105 TCID50 of CoV-2 IN.(A) S-binding antibody prior to challenge.(B) Neutralizing antibody prior to challenge.(C) Weights of mice after challenge.Symbol   indicates number of mice that died or were euthanized on a specific day.(D) Lung virus titers.(E) Nasal turbinate virus titers.(F) N and S subgenomic RNA copies per microgram of RNA in lung and nasal turbinates.(G) Passive serum transfer.K18-hACE2 mice were injected intraperitoneally with 0.4 mL of pooled serum from BALB/c mice vaccinated with parental MVA (n = 3) or with MVA-S (n = 4) and challenged with 105 TCID50 of CoV-2 IN.Mice were weighed on the indicated days, and values are plotted as percent of starting weight of each mouse.Symbol   indicates number of mice that died or were euthanized on day 7.Protection of hACE2 Mice by Passive Transfer of Serum.A passive transfer experiment was carried out to determine whether antibody induced by vaccination with rMVA S vectors is sufficient to protect against lethal infection with CoV-2.Sera were pooled from mice that had been vaccinated by priming and boosting with parental MVA or rMVA expressing WT S. Aliquots were injected into the peritoneum of hACE2 mice, which were challenged with CoV-2 ~24 h later.A few hours before the challenge, the mice were bled, and pseudotype neutralizing titers of 160 NT50 were found for each of the mice that received the immune serum.Mice that received immune serum showed no signs of weight loss or ill health following inoculation of CoV-2 (Fig.6G).DiscussionIn an endeavor to optimize the synthesis and immunogenicity of S, the major target of CoV-2 neutralizing antibodies, we constructed a panel of rMVAs that expressed unmodified and modified versions of S. A common feature of all the rMVAs was good surface expression of the RBD as shown by interaction with an anti-RBD mAb and soluble hACE2.",13,92,0,0.50851804
1598,"Nevertheless, the RBD protein following rMVA boosted the Th1 response in both C57BL/6 and BALB/c mice.Isotype analysis of anti-S antibodies   103 Reciprocal end point titer* IgG2a,c/IgG1 ratio   Strain Vaccine IgA IgG1 IgG2a  IgG2b IgG2c  IgG3 IgG2a/IgG1 IgG2c/IgG1   BALB/c 2P x 2  ND  102 1,005 26 : 4 9.85 :   2P/RBD# ND 102 1,600 64 : 6 15.69 :   RBD/RBD   ND 102 16 2 : 0 0.16 :               C57BL/6 2P x 2  ND 16 : 102 409 4 : 25.56   2P/RBD# ND 26 : 102 1,005 6 : 39.24               K18-hACE2 2P x 2  ND 26 : 102 409 2 : 15.98   2P/RBD# ND 26 : 256 409 6 : 15.98   Mean of duplicates of pooled sera.Gene not present in C57BL/6 and K18-hACE2 mice.Gene not present in BALB/c mice.The 2P followed by 2P.ND, not detected.The 2P followed by RBD protein.RBD protein followed by RBD protein.rMVAs Stimulate Production of S-Specific CD3+CD8+IFNgamma+ T Cells.An ex vivo stimulation protocol identified T cells specific for S following immunization.The sequences of an array of CoV-2 S peptides obtained from BEI Resources were compared to peptides that were previously found positive for BALB/c mice.As peptides were not identical in the two libraries, we tested pools for their ability to stimulate CD3+CD8+IFNgamma+ T cells from spleens of BALB/c mice that had been immunized by priming and boosting with parental MVA or rMVA WT expressing CoV-2 S. The two S peptide pools with highest specific activity were #4 and #7, which contained peptides from the NTD and RBD portions of S1, respectively (Fig.4A).The pools were also tested for ability to stimulate CD3+CD4+IFNgamma+ specific T cells, but none exhibited strong activity.A similar screen was carried out with spleen cells derived from immunized C57BL/6 mice.Pool #7 was again most positive for CD8+IFNgamma+ T cells, whereas other pools showed less activity (Fig.4B).CD8+ T cell responses.(A) BALB/c mice and (B) C57BL/6 mice were vaccinated IM with 2 x 107 PFU of unmodified MVA or rMVA expressing WT CoV-2 S at 0 time and again after 3 wk.At 2 wk after the boost, spleen cells were pooled from three to five mice and stimulated with pools of peptides derived from CoV-2 S protein and treated with Brefeldin A.Cells were then stained for cell surface markers with mouse anti-CD3-FITC, anti-CD4-PE, and anti-CD8-PerCP.Cells were subsequently stained intracellularly with mouse anti-IFNgamma-APC.CD3+CD8+IFNgamma+ cells were enumerated by flow cytometry.(C and D) BALB/c and (E) C57BL/6 mice were primed with the indicated parental MVA or rMVA and boosted with the homologous rMVA or with RBD protein.Splenocytes from four to five mice were combined and stimulated with pool #4 and pool #7 peptides and then analyzed as in A and B.(F) C57BL/6 mice were primed with parental MVA or rMVA Tri.After 1 and 3 wk, the splenocytes of individual mice (n = 4) were analyzed as in A. SDs are shown.X2 refers to splenocytes collected after homologous rMVA boost; RBD Pro in red indicates heterologous boost with RBD protein.Next, we compared the percentages of splenic CD8+IFNgamma+ T cells following priming with our first and second sets of rMVA S constructs followed by homologous rMVA or RBD protein boosts (Fig.4 C and D).Spleen cells from mice immunized with parental MVA lacking S sequences and spleen cells that were not stimulated with peptide served as negative controls.",8,92,0,0.6390604
182,"In independently reported findings, endogenously produced MIRb-ACE2 protein could not be detected by Western blotting using the same polyclonal anti-ACE2 serum (ab15348).However, a Myc-DDK-tagged or GFP-tagged MIRb-ACE2 protein product was detected following overexpression in T24 cells in the same study.Moreover, a separate study reported detection of the putative MIRb-ACE2 protein in primary nasal epithelial cells by Western blotting using the same polyclonal anti-ACE2 serum (ab15348), raising the possibility that the protein can indeed be translated.To explain the apparent inefficiency of protein production from MIRb-ACE2 transcripts, we cloned the coding sequences of both isoforms into the pcDNA3.1-DYK-P2A-GFP expression vector, which adds both a FLAG tag and P2A peptide-linked GFP as part of the protein product.Expression of GFP was comparable in ACE2-transfected and MIRb-ACE2-transfected cells, suggesting that the single RNA molecule that encodes for both the FLAG-tagged MIRb-ACE2 product and GFP is stable and translated (Fig.5a).Despite that, following transfection with plasmid concentrations producing readily detectable full-length ACE2 and resulting in MIRb-ACE2 RNA levels comparable with those endogenously produced in IFNalpha-stimulated cells, we could not detect the predicted MIRb-ACE2 protein with antibodies to the FLAG tag (Fig.5b).However, the FLAG tagged MIRb-ACE2 protein could be detected in HEK293T cells transfected with much higher plasmid concentrations, resulting in RNA expression levels which were one order of magnitude higher than those observed in IFNalpha-stimulated NHBE, SCC-4 or SCC2-25 cells (Fig.5c).Therefore, although the MIRb-ACE2 transcript is efficiently translated (supported by the levels of P2A-linked GFP), the MIRb-ACE2 protein product is much less abundant than the full-length ACE2 at a given RNA transcription level, suggesting post-translational protein instability of the former.Lysine residues 625 and 702 in the full-length ACE2 protein have been described to be ubiquitinated and may contribute to its proteosomal degradation.We generated a K625R K702R (K2R) mutant of full-length ACE2, which increased protein levels, compared to the wild-type ACE2 (Fig.5d).We have introduced the same mutations in the corresponding residues of the predicted MIRb-ACE2 protein product, K279R K356R, which were similarly accessible for ubiquitination (Extended Data Fig.8).However, we were unable to detect stable protein following transfection with the MIRb-ACE2 K2R-encoding mutant (Fig.5d).",8,9,1,0.6109176
1350,"See Appendix A for definitions and measurements of the variables.CAR [-1, 1] CAR [-1, 1] CAR [-2, 2] CAR [-2, 2]  (A) (B) (C) (D) CIPHT2 -0.001 **  -0.001 **   (-2.271)  (-2.464)  CIPHT3  -0.001 **  -0.002 ***   (-2.324)  (-3.079) PRO_CASE 0.000 *** 0.000 *** 0.001 *** 0.001 ***  (3.107) (3.014) (3.911) (3.831) SIZE -0.000 -0.000 -0.000 -0.000  (-0.587) (-0.587) (-0.978) (-0.978) ROA -0.000 -0.000 -0.000 -0.000  (-0.986) (-0.986) (-1.196) (-1.196) CURR -0.000 *** -0.000 *** -0.000 *** -0.000 ***  (-3.671) (-3.670) (-4.765) (-4.763) R&D 0.000 ** 0.000 ** 0.000 *** 0.000 ***  (2.519) (2.519) (3.122) (3.122) LOSS -0.001 -0.001 -0.001 * -0.001 *  (-1.549) (-1.549) (-1.902) (-1.902) LEV -0.000 -0.000 -0.000 -0.000  (-1.010) (-1.010) (-1.132) (-1.131) OPCF -0.004 *** -0.004 *** -0.008 *** -0.008 ***  (-4.128) (-4.127) (-5.553) (-5.553) TURN 0.000 0.000 0.000 0.000  (0.865) (0.865) (1.130) (1.130) CEO_AGE 0.000 0.000 0.000 0.000  (0.135) (0.135) (0.079) (0.079) CEO_COM 0.000 0.000 0.000 0.000  (0.239) (0.239) (0.300) (0.300) CEO_TEN 0.000 *** 0.000 *** 0.000 *** 0.000 ***  (2.742) (2.742) (3.557) (3.556) CEO_DUA -0.000 -0.000 -0.001 -0.001  (-1.253) (-1.253) (-1.575) (-1.575) Constant 0.002 0.002 0.004 0.004  (0.520) (0.516) (0.737) (0.713) Week FE Yes Yes Yes Yes Industry FE Yes Yes Yes Yes Province FE Yes Yes Yes Yes Adjusted R2 0.003 0.003 0.005 0.005 Observations 178,805 178,805 178,805 178,805 Alternative measures of continued increasing public health threats and accumulative abnormal return.Note: *, **, *** indicate significance at the 0.10, 0.05, and 0.01 levels, respectively.See Appendix A for definitions and measurements of the variables.CAR [-1, 1] CAR [-2, 2]  (A) (B) Pseudo_CIPHT 0.000 0.000  (0.358) (0.225) PRO_CASE 0.000 *** 0.001 ***  (2.930) (3.721) SIZE -0.000 -0.000  (-0.587) (-0.978) ROA -0.000 -0.000  (-0.986) (-1.196) CURR -0.000 *** -0.000 ***  (-3.673) (-4.767) R&D 0.000 ** 0.000 ***  (2.519) (3.122) LOSS -0.001 -0.001 *  (-1.548) (-1.901) LEV -0.000 -0.000  (-1.011) (-1.132) OPCF -0.004 *** -0.008 ***  (-4.124) (-5.548) TURN 0.000 0.000  (0.869) (1.135) CEO_AGE 0.000 0.000  (0.134) (0.078) CEO_COM 0.000 0.000  (0.240) (0.301) CEO_TEN 0.000 *** 0.000 ***  (2.744) (3.559) CEO_DUA -0.000 -0.001  (-1.254) (-1.576) Constant 0.002 0.004  (0.597) (0.820) Week FE Yes Yes Industry FE Yes Yes Province FE Yes Yes Adjusted R2 0.003 0.005 Observations 178,805 178,805 Falsification tests.Note: *, **, *** indicate significance at the 0.10, 0.05, and 0.01 levels, respectively.See Appendix A for definitions and measurements of the variables.",33,78,0,0.5256968
724,"If and how these may affect RNA-binding remains to be investigated.Structural protein ion channel envelope protein (E-protein)The integral membrane E-protein is the smallest of the SARS-CoV-2 structural proteins (75 residues).It plays important roles in virus-like particle production and maturation.Coronavirus E-proteins are co-translationally inserted into the endoplasmic reticulum (ER) and transported to Golgi complexes.Although it is abundantly expressed within the cell, only a modest number of copies are incorporated into the viral envelope (estimated number/virion~20 for SARS-CoV-1,).Instead, most of the protein participates in virion assembly and budding together with the SARS-CoV-2 integral membrane M-protein (also a virion structural protein).Additional functions of the E-protein are thought to include preventing M-protein aggregation and inducing membrane curvature.Recombinant coronaviruses lacking E-proteins display weakened maturation, reduced viral titers, or yield incompetent progeny, highlighting its role in maintaining virion integrity.The E-protein consists of a shorter hydrophilic N-terminal segment, a longer hydrophobic transmembrane domain (TMD), and a hydrophilic C-terminal domain.An amphipathic -helix within the TMD oligomerizes into an homopentameric arrangement perpendicular to the plane of the lipid bilayer forming an ion-conducting viroporin.Residues lining the pore include N15, L19, A22, F26, T30, I33, and L37.The NMR structure of the SARS-CoV-1 E-protein (PDB ID 5X29) served as the template for generating the computed structural model of the SARS-CoV-2 E-protein that was used for analyzing its evolution in 3D (Figure 13).The N-terminal seven residues and the C-terminal ten residues were omitted from the homology model, because they were not reported in the SARS-CoV-1 NMR structure.(A) Space-filling representation of the computed structural model of the E-protein with individual protomers shown with shades of pink and purple.(B) Ribbon representation with each protomer shown using a different color viewed parallel to the membrane (left, membrane shown, N- and C-termini labeled) and down the five-fold axis from the virion surface (right).(C) Pore-lining substitutions L37R and L37H compared to L37 in the reference sequence (residue 37 is shown in a color-coded space-filling representation; C-gray; O-red; N-blue)Overall substitution trends for the E-protein and energetics analysis results are summarized in Tables 1 and 2.S68F (nonconservative, structural location unknown) is the most common USV, observed 107 times in the GISAID dataset.",36,39,0,0.64753705
1587,"However, the mutation that will be responsible for the spread and effects of the virus in the upcoming period may be among one or more of the SNVs currently seen below 10% frequency.In Figure 6, association between 102 SNVs, which are harboured at least 2% of all isolates including the 38 SNVs, was analysed in detail in the present study.The relationship between SNVs should be considered in two directions as shown in an example: isolates harbouring any of the 102 SNVs also harbour the C241T variation, but isolates carrying C241T have over 20% association with only 27 out of 102 SNVs.The association between 102 SNVs has been ranked from 0 to 1 and heat-mapped to be easily traceable (0: red, 1: green) (Figure 6).The association data in Figure 6 emerged as a result of analyses performed in this study may present significant observations in terms of monitoring mutations.ConclusionThe current study is remarkable in terms of the number of SARS-CoV-2 genome analysed in an academic publication.In the past 18 months, the pandemic continues unabated.During this time, the genomic sequence data from SARS-CoV-2 isolates exceeded 1 M submissions, and it is obvious that this number will be higher by the time of writing this paper.Analyses performed in this study present a genomic chronicle for the SARS-CoV-2 genome sequence.",10,91,0,0.6792304
1048,"Whether or not SARS-CoV-2 infection induces long-term protective immunity remains an open question, and we have to wait several months before knowing if current vaccines allow establishing herd immunity.Closely related with the immunity issue is the puzzling observation of persistent viral shedding detectable in real-time reverse transcriptase-polymerase chain reaction (RT-PCR) tests, even after symptom resolution.Usually, SARS-CoV-2 viral load peaks in the first week of illness, compared with 10-14 days for SARS-CoV and 7-10 days for MERS-CoV.However, long shedding cases are not rare, and a survey of 378 Covid-19 patients from Wuhan revealed that 36 continued to shed the virus longer than 30 days (mean of 54 days; longest 83 days).This extended or recurrent positivity could be due to (1) a reactivation of the virus after a period of clinical latency; (2) SARS-CoV-2 reinfection; (3) or simply RT-PCR tests detecting viral remains and not necessarily active viral particles.To untangle between the two first possibilities, it is necessary to perform viral whole-genome sequencing and detect genetically distinct lineages of SARS-CoV-2 in each of the disease episodes; of course, reinfections by the same lineage may remain unnoticed.To check for the last possibility, the inclusion of infectivity studies might help understand if the virus retains both viability and integrity.It is becoming evident that for most SARS-CoV-2 infection cases, in common with the related SARS-CoV and MERS-CoV viruses, the duration of viable viruses is short, despite long shedding.At the moment, a few molecularly proven SARS-CoV-2 symptomatic reinfections have been published worldwide, namely in Hong-Kong, Belgium, Ecuador, and the USA.After being considered recovered, these four patients presented a second infection by a genetically distinct SARS-CoV-2 lineage after a 48 to 142-day intervening period.The latter two patients displayed a more severe disease in the second episode, which is in accordance to the hypothesis of an antibody-dependent enhancement (ADE) to SARS-CoV-2.The number of reinfection cases must be higher than currently reported, as they are easily missed when asymptomatic.So far, two asymptomatic reinfections were detected in Indian healthcare workers, whom were routinely screened in their workplace.Although these two cases were asymptomatic in the first and second infections, the viral load was higher in the second one, as inferred from the RT-PCR cycle threshold.Another theoretical possibility is the occurrence of reinfection while the first infection was not yet cured, which is a situation best described as co-infection.",1,58,0,0.5088686
326,"One patient with moderate disease in the hydroxychloroquine group progressed to severe covid-19, and no patients died during follow-up.Treatments SOC plus HCQ (n=75) SOC (n=75) Total (n=150) Antiviral agents 47 (63) 48 (64) 95 (63)  Arbidol 37 (49) 33 (44) 70 (47)  Virazole 13 (17) 15 (20) 28 (19)  Lopinavir-ritonavir 13 (17) 12 (16) 25 (17)  Oseltamivir 8 (11) 9 (12) 17 (11)  Entecavir 1 (1) 1 (1) 2 (1) Antibiotics 32 (43) 27 (36) 59 (39) Systemic glucocorticoid treatment 6 (8) 4 (5) 10 (7) Treatments after randomisation in patients in intention to treat population.Values are numbers (percentages)HCQ=hydroxychloroquine; SOC=standard of care.Primary outcomeA total of 109 (73%) patients (56 standard of care; 53 standard of care plus hydroxychloroquine) had negative conversion well before 28 days, and the remaining 41 (27%) patients (19 standard of care; 22 standard of care plus hydroxychloroquine) were censored as they did not reach negative conversion of virus.The maximum duration for a patient with positive SARS-CoV-2 was 23 days by the cut-off date of our analysis.Overall, the probability of negative conversion of SARS-CoV-2 among patients who were assigned to receive standard of care plus hydroxychloroquine was 85.4% (95% confidence interval 73.8% to 93.8%) by 28 days, similar to that of the standard of care group (81.3%, 71.2% to 89.6%).The difference in the probability of negative conversion between standard of care plus hydroxychloroquine and standard of care alone was 4.1% (95% confidence interval -10.3% to 18.5%).The median time to negative conversion was also similar in the standard of care plus hydroxychloroquine group (8 (95% confidence interval 5 to 10) days) to that in the standard of care group (7 (5 to 8) days) (hazard ratio 0.85, 95% confidence interval 0.58 to 1.23; P=0.34 by log rank test; fig 2).Kaplan-Meier curves of time to negative conversion of SARS-CoV-2 on real time reverse transcription polymerase chain reaction (RT-PCR) test in standard of care (SOC) plus hydroxychloroquine (HCQ) versus SOC in intention to treat population.Data are shown for 75 patients assigned to SOC plus HCQ and 75 assigned to SOC.Overall probability of negative conversion by 28 days was 85.4% (95% CI 73.8% to 93.8%) in SOC plus HCQ group and 81.3% (71.2% to 89.6%) in SOC group (P=0.34).Difference between groups was 4.1% (95% CI -10.3% to 18.5%).Median time to negative conversion was 8 (95% CI 5 to 10) days in SOC plus HCQ group and 7 (5 to 8) days SOC group (hazard ratio 0.85, 95% CI 0.58 to 1.23; P=0.34 by log rank test).Data from patients who did not have negative conversion were censored (tick marks) at last visit dateSafetySix patients who were assigned to the standard of care plus hydroxychloroquine group but did not receive hydroxychloroquine treatment were classified as hydroxychloroquine non-recipients in the safety population.",12,15,0,0.50003684
809,"Tag: 84,2 % vs. 63,6 %Tod durch Komplikationen assoziiert mit COVID-19: 16,3 % vs. 37,1 % (p < 0,001) Dosisreduktion bei 7,4 % der Patienten in der Interventionsgruppe wegen DiarrhoKeine Angaben zu weiteren UEs   Brunetti et al.Retrospektive BeobachtungsstudieInterventionsgruppe: Colchicin + StandardbehandlungKontrollgruppe: Standardbehandlung 66Interventionsgruppe: 33Kontrollgruppe: 33 Sattigungsdosis 1,2 mg, Erhaltungsdosis 2-mal 0,6 mg/Tag 03/2020-05/2020 Klinische Effektivitat:Tod im Krankenhaus am 28.Tag, unabhangig von der Ursache: 9,1 % vs. 33,3 % (p = 0,023)OSCIb < 4 am Tag 14: 54,5 % vs. 54,5 % (p = 1)OSCI < 4 am Tag 21; 78,8 % vs. 54,5 (p = 0,04)Entlassene Patienten am Tag 28: 90,9 % vs. 66,7 (p = 0,02)Biochemische Endpunkte:CRP Reduktion von Baseline: 14,8 +- 9,1 mg/dl vs. 7,8 +- 6,0 mg/dl (p = 0,021) CRP im Verlauf nur bei 9 Patienten untersucht, keine Angaben zu welchem ZeitpunktSattigungsdosis erhalten von 73 % der PatientenKeine Angaben zu UEs   Lopes et al.Randomisiert, doppelt verblindet, placebokontrolliertInterventionsgruppe: Colchicin + StandardbehandlungKontrollgruppe: Placebo + Standardbehandlung 75Interventionsgruppe: 38Kontrollgruppe: 37 Colchicin 0,5 mg 3-mal/Tag uber 5 Tage, gefolgt von 0,5 mg 2-mal/Tag uber 5 TageBei Gewicht > 80 kg, erste Dosis 1,0 mgBei GFR < 30 ml/min/1,73 m2 - Dosisreduktion auf 0,25 mg 3-mal/Tag uber 5 Tage, dann 0,25 mg 2-mal/Tag uber 5 Tage 04/2020-08/2020 Klinische Effektivitat:Dauer der Notwendigkeit einer Sauerstofftherapie: 4 Tage vs. 6,5 Tage (p < 0,001)Dauer der Hospitalisierung (Median): 7 Tage vs. 9 Tage (p = 0,003)Aufnahme auf Intensivstation: 5 % vs. 10,5 %Liegezeit auf Intensivstation: 12 vs. 11 TageBedarf an Sauerstofftherapie am 7.",22,43,0,0.6572487
